,Sentences,Labels
3727,"is time pori duniya main muslman zilat ki zindagi guzar rahe hain , hamara tashukhus , hamari khudi taraqi ki race main kho gaye . is time duniya main humara jo status hai hum sab us say agah hain 3rd world ki gali humain nahin jaga saki agar kaheen azadi ki movement chali usay terrirism ka naam diya giya . kashmir , afghanistan , iraq , phalsiteen main joo ho raha hai woh too "" dehshatgardi "" nahin is liya k yeh saray operations muslims k against ho rahe hain or karnay walay kon hain duniya ka maghroor mumalik amrica israel etc . laikin hum pakistanioon ka role afghanistan per humlay k liya pakistaani sarzameen ko istmaal kiya giya , iraq per hamlaay k liya urdan aor qoyat koo . hum muslims nay apne paooon pa kulhari khud mari hai , apne islam ko khud badnaam kia hai . results humaray samnay hai . ",neg
3728,isb k election k liye tariq fazal choudhary ko minister bna diya ... munafqat ki intha ha .... ,neg
3729,"isey kehtey hain kuch bhi na kaha or keh bhi gaye ,, welcome back",neg
3730,isi liye to hum ney challenge accept nahi kiya susti zinda baad,neg
3731,iski battery timing bht hi km h . octa core h n android 5 lollipop h to in k sath battery approx . 2840 - 3500 honi chaieye thi .. iski battery bht choti b h . ,neg
3732,isko kisne itna charha dia .. na shakal hai na acting ... bs parchi﻿,neg
3733,islie lalaa mene apki sari tweets abi read ki he lalaa us time me dubai mall me thi lalaaa ye apne retiremnt q leli :( :'(( ,neg
3734,islmbd walo abi thak time ha toba kr lo ... ,neg
3735,ismn nya kya hai,neg
3736,israeal big terrorist they are enemy of all muslims . mai tu kehta hoon k dunya se israel ka wajood hi khatam kar dena chahye . allah - u - akbar,neg
3737,israel is a big terrorist country taak me bethai he moddat se yahodi sood khowar jin ki robaahe k aagai he hech zor . e . palang khod bakhod gernay ko he pakay howay phal ki tarha dikhye aakher parta he kis ki jholi me farang ... ,neg
3738,israil bara dashatgard hai,neg
3739,iss bande ki aik baat per bhi yaqeen nahi long history of lies,neg
3740,iss choti ne tou apny sath mujhy bhi rula dia .. ,neg
3741,iss drama ki story kuch khaas nhi hy,neg
3742,iss dramay say pehlay main good morning pakistan ka latest show dekha hai jiss main aik aadmi ne zinda saanp khaa liya ... aur bhi bohot si khaufnaak cheezain theen uss show main ... mera mood abhi tak ajeeb saa hai . :( ,neg
3743,iss fraudiyee ko pata lag choka hai ke iss ka boss noraa ganjaa ab ankareeb history ban nay ja rahey hain,neg
3744,iss hamza ki shakal nawaz say milti hai why baqi aap khud samajh lain is ka dna karaou court gayay tou bohat kuch nikal aayay gaa yeh ghalti na karna,neg
3745,iss ka koi asar nai hona chaye kisi pe b nai,neg
3746,iss khabees chor nawaz paleeet shaitan ko pakistani qoum thudday maar maar ker gutter mein phenkay gi ussi gutter mein jis kay dhakkan chori ker kay iss khabees ka baap ameer huachor ka bacha,neg
3747,iss mulk ko kab tak khaou gay . yeh awam k sath zulm hai,neg
3748,iss mulk ko kab tak khaou gay . railway bhee naqsaan ma ? yeh awam k sath zulm hai ka train band ker do . ,neg
3749,iss par hukumat ko yani zardari ko mustafi hojana chahiye buhat crrupt insan ha,neg
3750,isse bakwaas aur faltu movie koi aur ho hi nhi sakti﻿,neg
3751,itna awsome drama hai k naa to koi dekhta hai aur naa hi comment kerta hai,neg
3752,itna bakwas movie pakistan mai banti hai hamne socha v nhi tha ### ﻿,neg
3753,itna expensive foon hai or wo b plastic ka ...... ye iphone hai ya iplastic .. is ki price 20 25 se ziada ni honi chahiye thi ,neg
3754,itna gharoor mut karo gharoor ka sir neecha hota hai,neg
3755,itna ghatiya insaan me ne zindagi me nae daekha ye to feroon ko bi cross kr gya hai . shame on this prime minister . mera kisi party se koi taluq nae lekin me andaza lga sakta hoon keh sab se currupt tareen party hone ka aizaaz ppp ko mila hai . hazrat ali ne farmaya jo qom zulm ke khilaaf jitni daer se awaz uthati hai us qom pe utni ziada tabahi ati hai . ab khuda ke liye long march karo warna apni barbadi ke liye tyaar hojao,neg
3756,itna ghatya drama mai ne kabhi nahi dehka ... lanat ho story writer par,neg
3757,itna khasa acha nahn he :p,neg
3758,itna rota peeet - ta episode bana - nay ki kiya tuk thi ... wo bhi eid per ... wuddod ki shaadi bhi nahin hueee ... bakwas tareen episode hai . ,neg
3759,itna suspense awam k lie dard a sar h sara ki shadi bilal se jaldi ho jani chahye thi or zara ki baber ki problems ko show karna chahye tha totaly time wasted story . khuda k lie kuch achai b dikhao logun ko happy family end k bajae pure drama me dikhao ye dukh or dard ki kahani bht ho chuka change le k ao agr acha nhn likhne hota h to muje btao me koi story likh deta hun,neg
3760,itna to lala ny bangalion ko ni rulaya tha jitna aj # ger ny # brazil ko rula dia,neg
3761,itna vip nahi tha,neg
3762,itna zulm to naa kiya karo dear savo .. agar khuda nay tumhain haseen banaya hai to uss ka shukar ada kiya karo ... badsoorat log bhi allah ki makhlooq hotay hain . badsoorat logon ko haqeer smajhna kuch achi baat nahin :) ,neg
3763,itni asan baat apko pata nahi . khod pata kar k batao,neg
3764,itni bouring itni bekaar movie maine kabhi ni dekhi .... end b itna bura tha sala gussa aar raha hai maine apni 1 gb b kharch ki is movie ke chakkar me,neg
3765,itni dhadian karne ke baad neend kis ko aa sakti hai wasay woh acting ki rehearsal karta hoga photo session ke liye,neg
3766,itni ghattia company ka mobile itnay paison mein nahi lena chaihay . ,neg
3767,"itni slow film ! nira style , itni tareefain suni thi maza nae aya﻿ . poor quality of vfx , 60 crore is fake , i think budget is 5 to 10 crore",neg
3768,its mean chori ka maal bachoon ke naam per kar ke khudh clean chit le lena jitna marzi loot mar karoo bachoo ke naam per karoo aoer phir kahoo i have no concern with it waisay yea case roads per larnay wala hai not in supreme court because woh bhe sab jantay hain ke nawaz sharif choor hai but law itna weak hai ke yea choor bach jatay hian waisay yea jho taqreer kar raha hai yea judge sahib ney khudh esay lekh kar de hai,neg
3769,"its ok .. bunny ........... ab to addat se ho gayi bec neha ... us se best thi . per wo b wasi hi nikli ......... koi frak nai prrta ,,,,,,,,, ",neg
3770,"its totally wrong . younis khan ko captain is liye nahi banana chaiye tha q k wo pehlay he lead kar nay se mana kar chukay hain ! is tarah un kay nakhray or barh jaengay or ek baar phir grouping start ho jaegi ! mere khayal main puri pakistani team management ko seedha khara kar k shot kar diya jae jese hitler ne kiya tha . phir naye siray se team banai jae , jis main muhabbay watan or imaandaar lug hun . chaiye is main waqt lagay ga ! magar is tarah ki saza zaroori ha , laato k bhoot batun se nahi maantay . ",neg
3771,ja dafa ho ja kya fazuul aurat ho tm,neg
3772,"ja jhoti dokha baz , qwp sherpao k minister ko q nhe arrest keya oun pr tu case b nhe banaya hi . aur perviz khtk pr case q nhi . ",neg
3773,ja k dykho bhai kon khush hai ude,neg
3774,jaan chor do meri . ,neg
3775,jab agencies ki support pechay ho gi to dhernay bhi asay he hoon gay,neg
3776,jab ap rivo centre jaty jain to agar mobile mai ziada faults ho to bahany karna shuru kar daity hain ,neg
3777,"jab assembly main jahil & jali degree walon kay favour main kanoon sazi ho gi tu "" hec "" kaisay reh sakta hai kyun kay iss mulk ko chalany kay liye jahil aur courupt logon ki zaroorat hai jo "" hec "" nahi dey sakta am i right ?? ",neg
3778,jab ganjey kee maut aati hai to woh facebook ki taraf dorta hai ab is ko pata chaleygaa ke parhi likhey loag isko kitnee galyan deyetey hein,neg
3779,jab gedhar ki mout ati hai to wo shehar ki traf dhorta hai ..... ab wo internationally media pe apna ganda image dekha raha hai ..... so inki mout ane wali hai,neg
3780,jab itni botian dalo day tou aik adhi tou mutton ki nikal hee aye gii ... ,neg
3781,jab sharmeen or malala jesi begherat yahudi aurton per fakhr karo gy haar tumhara muqadar hogi . ,neg
3782,jab tak america ke sath taloqat hum ne khatem nahi kiye tu ye bomb blast aur target killing hoga aye hum sab akata hoker is begherat iqdam ko khatem kare . aur black water to pakistan ko tokro main taqseem kerna chahte hain . so jitna bhi jaldi hosake black water ke sath jahad kia jae aur mulak s e nikaal lee jae . aur aur gher mulki hath ko pakistan se bahir kerdyae jae to acha hoga,neg
3783,jab tak asif zardari nahiy hatay gay tab tak hamary mulk ka to allah hi hafiz hy or kafiro ki bi itni himmat hu gai hay k wo hm par hamla karnay ki dhamkeyia datay hein any way par jab tak zardari hay tab tk kuch nahi hu ga or aggar hm log koshish kary to ye jo blast kar rahay hein inhein bhi khatam kr sakty hein hamry pakistan main to qanoon hay nahi har jaga koi na koi badmash hay jin say police bhi rishwat lay kar khati hay kam az kam musharaf k hotay hoay kisy nay pakistan ko dhamki to nahi di,neg
3784,jab tak boots hain . koi taqdeer maqdeer nahi badleda . bas askari - maadanyat jald start hongi . ,neg
3785,jab tak govrment apne khurch kam nahi karti tab tak kuch nahi ho sakta govrment offices men ek 12x12 ke room men 2tun ka a / c laga hota hai jis me agar 1tun ka a / c bhi laga do to bhooot hota hai . buhat gandi soch han hukmrano ki,neg
3786,jab tak molana aziz or lashkare jhangvi k leader ko khatam nai kya jaga khuda ka atab ata rahay ga,neg
3787,jab tak napak bouj k paltu kutay media main majood hai unne ne sirf apnay aqa ki hadi pe bhonkna hai,neg
3788,jab tak pakistani awaam army k saath karee hai iss tarah k k bonktay rahay gay koch nahi hoo gah general pervaiz musharaf nay 10 saal hukumat kii ajj be loog uss ko yaad kartay hai in jasoo nay kia kar leya sawaya bnay k iss k elawaa yeh woo loog hai jaha fayda nazar aya waha line mai karay ho jatay hai yeh shakhash benazir k saath be raha hai cm punjab b raha hai interm govt mai or pir nawaz shareef k saath be govt mai hai khood he andaza laga loo yeh kon se makhlooq hai or in ka kirdaar kia hai,neg
3789,jab tak yeh log apni jabay bharna nai choray gay tab tak bijli to kya koi problem solve nai ho gi ak din pakistan ka nam is dunia sa mit jay ga . nam bi yahi baray log mitayan ga . enjoy kro ye chor han in pay lanat ho,neg
3790,jabhi 50 lac pubjabi including siraikis karachi aya hua ha aur janay ka naam nahi le raha itni achi jannat he tu punjab se log karachi nokri dhoondne kyun arahay hain,neg
3791,jahil awam ! baby bhutto aaj bi zinda hai ! ,neg
3792,jahil ke baqol aggar muntkhibb ho karr wazeer banay to corruption muaaf hai ghatia aur jahlana pann ki inthaa hai,neg
3793,jahil se kalam karo matlab salam ke,neg
3794,"jal jal k geo , ya phr jala jala k geo .? ",neg
3795,jali antivirus a rahee he jo sirf virus heen care full plz,neg
3796,jalne wale ka mu kala,neg
3797,jalo patwario jalo jal jal k mar jao,neg
3798,jalsy bry bry vote zero hahahahha khuptan apni aukat pehchan . looser . dua kr muhn na kholy reham khan,neg
3799,jalti raho,neg
3800,janab shoaib akhtar k sath sarasar galat howa un per 5 nahi 50 sal ki pabandi lagni cahye,neg
3801,janab ye download nahi ho raha,neg
3802,jani jeeonce againwell done chuk kay rakh ganjiyaan noon,neg
3803,jasay ap kay amal hogay wasay he ap par hukmran musalat kaye jayeen gay . ,neg
3804,jaswant singh wale waqay say pata chalta hay keh hindu kitna kaj zihen ya keena parwar hay,neg
3805,javed bhai zabardast ab ye hamare mulk ko sabhal nai sakte katam to hogaya he lakin ab poora katam ho ga,neg
3806,"javeed naseem ko party si nikala , election commission main reference b bejha likn pr parlimany sectary bna dya hi . jhotttti",neg
3807,jawab galat hy aap ka,neg
3808,jawab pata hai na woh kahay gay k isay acha . r ........ ka cake lay aaon ;) ,neg
3809,jawab sawl ka yay hay k aj kul bachon k liyay masroofiyat bar gayay hai . aik tho mobile sub say bara fitna hay . dosri wajay kail kood may bachay akser masroof rehtay hain . tessree wajay bay diny hain . ,neg
3810,jazak allah ..... wasy bahi apki baat samaj nahi paiya background banana sikhiya hai ya background dikhiya hai .... ye samaj nahi aya,neg
3811,"jazakallah ,, saheeh kaha aap ne ,, baqi log khud is mulk ke dushman hain jo aisey corrupt logon ko votes dete hain ,, thats why main is system ko he islam ke khelaf samajhta hoon & is se hona bhi kuch nahi ,, in sha allah proper kaam zuroor honge & lazmi honge",neg
3812,jb corrupt politicians seat pr hoty hn tu neb kahn hote hy . ,neg
3813,jb geo pa aya tb pta lga asi galti dunya ma ha ! ,neg
3814,jee han bilkul wafaq ne sindh per hamla kia he .... sindh wafaq ki colony nahi he ' ,neg
3815,jesay bari tind nay zardari kay surrey mahal ka pesa awaam kay qadmon mein dala tha wesay hiabhi tak yeh qaum usi pesay pe zinda werna kab ki faut hu chucki huti,neg
3816,jese 1 arab drakht ... ja o mama kam ker apna,neg
3817,jhootiiiiiiiiii larki mjy kb khilay hn tm ny : rolleyes ::( ,neg
3818,jhot na bolo sir kpk k school ki halat bilkol khrab ha kam kro jhot na bolo,neg
3819,jhota khan zara kpk ehtisab commission pr b koi tweet kro ouski sath ap ne aur perviz khtk ne kya mazaq keya hi . ,neg
3820,"jhoti goli khany ka drama karny say bachana mujh ko , lifafa lainy say bachana mujh ko , gadari say bachana mujh ko",neg
3821,jhoty py allah ki laanat,neg
3822,"jhut parka gaya tu earlier meetings ho gain ! haha , khan sb please fire this guy who tweets on ur behalf . giving you bad name ! ",neg
3823,"ji han bilkul de dyna chahye , ek se to jaan choty phir dusre ki bari aye , in logo ne awaam ka haq ghasb kiya hy or agy bhi kerte rehne ka irada hy , ye ainda bhi hukumat me ana chahte hyn , awaam ko inhu ne jahil samjha hy , to inko dikha dena chahye k awaam na to jahil hy na hi senseless , ek bar sympathy vote hasil ker k inho ne awwm ko buht ragra hy ab nahi ... utho jago pakistan",neg
3824,"ji han pakistan main isi ka nam seyasat he , ye makrooh chehre apne mafad ke lia apni ghar walon ko bhi apni gandi seyasat ki bhent charhane me sharam mehsoos nahi karte , ye makrooh chehre pakistan ke dusman hein , in ko pakistan aur pakistani ki awam se koi gharaz nahi , ye sirf pakistan ki dolat lot ne ke lia aate hein , aur aasani se baher chale chate hein , jageerdaroon , waderoon , lesani tanzemoon , islami tanzemoon ne pakistani awam ko tukroon mein bat diya he , aur is tarha awam ko apne chund ghundon ke zarey yarghamal banadiya he , who hatyroon ke zoor per awam to control karte hein , isi lia jo asal mein falsai the hindostan se alag hone ki mukhlefat ki thi , pakistan se inko koi dilchaspi nahi , nahi ye isko apna mulk samajhte hein aur na awam to apna samajh te hein , kiyoon ke inko maloom he ke ye log vote se nahi aate , bulke inko mosallat kiya jata he awam per apne maqasid pure ker ne ke lia , in seyasi partiyoon ka mamooli karkun ( jo ke ghunda , badmash hota he ) bhi bari bari caroon mein ghomta he , bare bare bangle bana lia hein , isi lia kehte hein ke pakistan bana hi ghalat tha , agar ghalat bana bhi tha to chund saloon mein hi pakistan ke mukhlis ledroon ke kis tarha mot ke ghat utar diya , kis ne ..? ",neg
3825,ji mae behosh hogya tha ... ,neg
3826,ji pehle bht achi atti thi ab yaad nai ha bczz no practice,neg
3827,ji zahid bahi app ne bilkul sahi kaha hai wese bhi admin rank kisi ko milta hi nahi hai,neg
3828,jia to her wqt bus roti hi rehti hai,neg
3829,jin logon ki kamai naheen ban rahee is mansobay main woh shor macha rahay hain . hadi daloo mounh band . ,neg
3830,jinhain chichori comedy pasand hai sirf unhon ne nahi dekhna baqi to sub shoq se dekhen gay . ,neg
3831,jinhun ne abuse kiya mein un se kahon ga k wo dekhty hi mat bcz ye kaam aesa ha jahan limit koi ni ha .... aur koi kisi ko rok b ni sakta ... so chill hojao aur inhy galiyan nikal kar khud hi gunagaar ho rahy ho bcz allah kisi ko b kisi waja se maaf kar dy ga aur kisi ko kisi waja se saza dy dy ga,neg
3832,jis din sharmila faruqi ne sach bolo uska dil band hojaeh ga ,neg
3833,jis insan ne pakistan ka nazrya dya hum us k lye 1 chuti ne day skte . soooo sad,neg
3834,jis kam mai pakistan ka faida hota ho ga os mai gaer mulki like india mudakhlat karen gae aur nakaam bnane ki koshish kren gae ''' ,neg
3835,jis ki bv qattal ho gai hoo jis ky uper rishwat ky ilzam houn jo rishwat ka aady ho us ki kisi baat ka mind nahee kertay jo awam ko mulik nahee jamhhoriat mangay jo janwar say rahem mangay us awam ki aha o baqa fazool hy meray hathun kay tarashy howay buut sanum khanay main khuda bannay bhata hain democracy is the best revenge zardary dont try to derail democracy nawaz sharief,neg
3836,jis ny paisy barbad krny hon wo window phone lay lay . call record hi ni krta ye phone . main bhi pachta raha hun . ,neg
3837,jis patwari ko khan k is tweet se masla hy usko chahiye k apny parchi apointmnt krda logo pe shor kary,neg
3838,jis se edoriod set ka wifi ka password hack kia ja sky ,neg
3839,"jis tarah k syasatdan hamarya mulk mn hay allah kisi b mulk ko na day . aaj kal hamaray sayastdano mn koi b aisa nahi hay jo mulk k liye achay ho . saray dagha baz , johotay , bay eman or wazarat k chakkr mn hay . koi b awam ka bhala nahi chahta . aaj kal chief justice ka naam saray lay rhay hay . sub on ki side pay hy . mujhay koi yeh bataye k yahe chief justice os waqt kahan thy jb mulk mn marshall law lag raha ta , musharraf sab k pas 2 ohday thay os wqt yeh q chup thy ?? zardari sab jis nay apnay omer ka zyada hissa jail mn guzara on say koi kia tawaqo rakky ? nawaz sharif sab pehlay is k 7 q thy ? ab is k mukhalif q hay ? mn sayasatdano ko qosorwar nahi tehrata bal k awam khod he zimmadar hay . q aisay logo ko samnay laty hay jo bhoky ho , khidmat karna na jantay ho ? kaise awam hay pakistan ki ? ajj thk awam ya sayasatdano mn say koi agy aya hay ehtijaj kia hay k aata q nahi hay q mehengai hay ? ghareb ka kia hoga ? kisi nay socha hay yeh ? nahi . kaise awam hay yeh jo khod pay b taras nahi khati ? aisi awam k liye to is say b buray hukamran aye to achi bat hay . bus mn or kuch nahi kahonga duwa karonga allah say k hum sub pakistanio pay raham karay . onko ghaflat ki neend say jagay . or allah humay mahater sabiqa malaysion hukumran jisa hukumran day jo 8 sal bad mustafe hojaye or awam on k peechay roye . ",neg
